SUPERKINGDOM PROKARYOTA,,,,,,,,,,,,,,
,,,,,,,,,,,,Superorder Aconoidia,,
,,,,,,,,,,,,,Order Nephromycida,
,,,,,,,,,,,,,Order Piroplasmida,
,,,,,,,,,,,,Superorder Haemosporidia,,
,,,,,,,,,,,,,Order Haemosporida,
,,,,,,,,,Class Gregarinomorphea,,,,,
,,,,,,,,,,Subclass Cryptogregaria,,,,
,,,,,,,,,,,,,Order Cryptogregarida (Cryptosporidium),
,,,,,,,,,,Subclass Histogregaria,,,,
,,,,,,,,,,,,,Order Histogregarida,
,,,,,,,,,,Subclass Orthogregarinia,,,,
,,,,,,,,,,,,,Order Arthrogregarida,
,,,,,,,,,,,,,Order Vermigregarida,
,,,,,,,,,Class Paragregarea,,,,,
,,,,,,,,,,,,,Order Archigregarinida,
,,,,,,,,,,,,,Order Stenophorida,
,,,,,,,,,,,,,Order Velocida,
, ,,,,,,Infraphylum Dinozoa,,,,,,,
,,,,,,,,Superclass Dinoflagellata ,,,,,,
,,,,,,,,,Class Dinophyceae,,,,,
,,,,,,,,,,Subclass N.N.,,,,
,,,,,,,,,,,,,Order Actiniscales,
,,,,,,,,,,,,,Order Blastodinales,
,,,,,,,,,,,,,Order Coccidinales,
,,,,,,,,,,,,,Order Dinamoebales,
,,,,,,,,,,,,,Order Lophodinales,
,,,,,,,,,,,,,Order Pyrocystales,
,,,,,,,,,,,,,Order Thoracosphaerales,
,,,,,,,,,,Subclass Dinophysoidia,,,,
,,,,,,,,,,,,,Order Dinophysidales,
,,,,,,,,,,,,,Order Nannoceratopsales,
,,,,,,,,,,Subclass Gonyaulacoidia,,,,
,,,,,,,,,,,,,Order Gonyaulacales,
,,,,,,,,,,,,,Order Gymnodiniales,
,,,,,,,,,,Subclass Peridinoidia,,,,
,,,,,,,,,,,,,Order Peridiniales,
,,,,,,,,,,,,,Order Prorocentrales,
,,,,,,,,,,Subclass Suessioidia,,,,
,,,,,,,,,,,,,Order Suessiales,
,,,,,,,,,Class Ellobiopsea,,,,,
,,,,,,,,,,,,,Order Ellobiopsida,
,,,,,,,,,Class Noctilucea,,,,,
,,,,,,,,,,,,,Order Noctilucida,
,,,,,,,,,Class Oxyrrhea,,,,,
,,,,,,,,,,,,,Order Acrocoelida,
,,,,,,,,,,,,,Order Oxyrrhida,
,,,,,,,,,Class Syndinea,,,,,
,,,,,,,,,,,,,Order Rastrimonadida,
,,,,,,,,,,,,,Order Syndinida,
,,,,,,,,Superclass Perkinsozoa,,,,,,
,,,,,,,,,Class Myzomonadea,,,,,
,,,,,,,,,,,,,Order Algovorida,
,,,,,,,,,Class Perkinsea,,,,,
,,,,,,,,,,,,,Order Perkinsida,
,,,,,,,,,,,,,Order Phagodinida,
,,,,,,,,,Class Squirmidea,,,,,
,,,,,,,,,,,,,Order Squirmida,
,,,,,,Subphylum Protalveolata,,,,,,,,
,,,,,,,,,Class Colponemea,,,,,
,,,,,,,,,,,,,Order Colponemida,
,,,,"Superphylum Heterokonta [= ""Supergroup Stramenopiles""]",,,,,,,,,,
,,,,,Phylum Bigyra,,,,,,,,,
,,,,,,,,,Class Bikosea,,,,,
,,,,,,,,,,,,,Order Anoecida,
,,,,,,,,,,,,,Order Bicoecida,
,,,,,,,,,,,,,Order Borokida,
,,,,,,,,,,,,,Order Pseudodendromonadida,
,,,,,,,,,,,,,Order Rictida,
,,,,,,,,,Class Blastocystea,,,,,
,,,,,,,,,,,,,Order Blastocystida,
,,,,,,,,,Class Nanomonadea,,,,,
,,,,,,,,,,,,,Order Uniciliatida,
,,,,,,,,,Class Opalinea,,,,,
,,,,,,,,,,,,,Order Opalinida,
,,,,,,,,,,,,,Order Proteromonadida,
,,,,,,,,,Class Labyrinthulea,,,,,
,,,,,,,,,,,,,Order Labyrinthulida,
,,,,,,,,,,,,,Order Thraustochytriida,
,,,,,,,,,Class Placididea [= Placidiophyceae],,,,,
,,,,,,,,,,,,,Order Placidiida,
,,,,,Phylum Ochrophyta [= Heterokontophyta p.p.],,,,,,,,,
,,,,,,,,,Class Bacillariophyceae [= Diatomeae],,,,,
,,,,,,,,,,Subclass Bacillariophycidae,,,,
,,,,,,,,,,,,,Order Achnanthales,
,,,,,,,,,,,,,Order Bacillariales,
,,,,,,,,,,,,,Order Cymbellales,
,,,,,,,,,,,,,Order Dictyoneidales,
,,,,,,,,,,,,,Order Eunotiales,
,,,,,,,,,,,,,Order Lyrellales,
,,,,,,,,,,,,,Order Mastogloiales,
,,,,,,,,,,,,,Order Naviculales,
,,,,,,,,,,,,,Order Rhopalodiales,
,,,,,,,,,,,,,Order Surirellales,
,,,,,,,,,,,,,Order Thalassiophysales,
,,,,,,,,,,Subclass Coscinodiscophycidae,,,,
,,,,,,,,,,,,,Order Anaulales,
,,,,,,,,,,,,,Order Arachnoidiscales,
,,,,,,,,,,,,,Order Asterolamprales,
,,,,,,,,,,,,,Order Aulacoseirales,
,,,,,,,,,,,,,Order Biddulphiales,
,,,,,,,,,,,,,Order Chaetocerotales,
,,,,,,,,,,,,,Order Chrysanthemodiscales,
,,,,,,,,,,,,,Order Corethrales,
,,,,,,,,,,,,,Order Coscinodiscales,
,,,,,,,,,,,,,Order Cymatosirales,
,,,,,,,,,,,,,Order Ethmodiscales,
,,,,,,,,,,,,,Order Hemiaulales,
,,,,,,,,,,,,,Order Leptocylindrales,
,,,,,,,,,,,,,Order Lithodesmiales ,
,,,,,,,,,,,,,Order Melosirales,
,,,,,,,,,,,,,Order Orthoseirales,
,,,,,,,,,,,,,Order Paraliales,
,,,,,,,,,,,,,Order Rhizosoleniales ,
,,,,,,,,,,,,,Order Stictocyclales,
,,,,,,,,,,,,,Order Stictodiscales,
,,,,,,,,,,,,,Order Thalassiosirales,
,,,,,,,,,,,,,Order Triceratiales,
,,,,,,,,,,Subclass Fragilariophycidae,,,,
,,,,,,,,,,,,,Order Ardissoneales,
,,,,,,,,,,,,,Order Climacospheniales,
,,,,,,,,,,,,,Order Cyclophorales,
,,,,,,,,,,,,,Order Fragilariales,
,,,,,,,,,,,,,Order Licmophorales,
,,,,,,,,,,,,,Order Protoraphidales,
,,,,,,,,,,,,,Order Rhabdonematales,
,,,,,,,,,,,,,Order Rhaphoneidales,
,,,,,,,,,,,,,Order Striatellales,
,,,,,,,,,,,,,Order Tabellariales,
,,,,,,,,,,,,,Order Thalassionematales,
,,,,,,,,,,,,,Order Toxariales,
,,,,,,,,,Class Bolidophyceae,,,,,
,,,,,,,,,,,,,Order Parmales [= Bolidomonadales],
,,,,,,,,,Class Chrysomerophyceae,,,,,
,,,,,,,,,,,,,Order Chrysomeridales,
,,,,,,,,,Class Chrysophyceae,,,,,
,,,,,,,,,,,,,Order Chloramoebales,
,,,,,,,,,,,,,Order Chromulinales,
,,,,,,,,,,,,,Order Chrysosphaerales,
,,,,,,,,,,,,,Order Heterogloeales,
,,,,,,,,,,,,,Order Hibberdiales,
,,,,,,,,,,,,,Order Hydrurales,
,,,,,,,,,,,,,Order Ochromonadales,
,,,,,,,,,,,,,Order Paraphysomonadida,
,,,,,,,,,,,,,Order Synurales,
,,,,,,,,,,,,,Order Thallochrysidales,
,,,,,,,,,Class Eustigmatophyceae,,,,,
,,,,,,,,,,,,,Order Eustigmatales,
,,,,,,,,,Class Dictyochophyceae [= Hypogyristea],,,,,
,,,,,,,,,,,,,Order Dictyochales,
,,,,,,,,,,,,,Order Olisthodiscales,
,,,,,,,,,,,,,Order Pedinellales,
,,,,,,,,,,,,,Order Pelagomonadales,
,,,,,,,,,,,,,Order Sarcinochrysidales,
,,,,,,,,,Class Phaeophyceae,,,,,
,,,,,,,,,,Subclass Dictypophycidae,,,,
,,,,,,,,,,,,,Order Dictyotales,
,,,,,,,,,,,,,Order Onslowiales,
,,,,,,,,,,,,,Order Sphacelariales,
,,,,,,,,,,,,,Order Syringodermatales,
,,,,,,,,,,Subclass Discosporangiophycidae,,,,
,,,,,,,,,,,,,Order Discosporangiales,
,,,,,,,,,,Subclass Fucophycidae,,,,
,,,,,,,,,,,,,Order Ascoseirales,
,,,,,,,,,,,,,Order Asterocladales,
,,,,,,,,,,,,,Order Desmarestiales,
,,,,,,,,,,,,,Order Ectocarpales,
,,,,,,,,,,,,,Order Fucales,
,,,,,,,,,,,,,Order Laminariales,
,,,,,,,,,,,,,Order Nemodermatales,
,,,,,,,,,,,,,Order Phaeosiphoniellales,
,,,,,,,,,,,,,Order Ralfsiales,
,,,,,,,,,,,,,Order Scytothamnales,
,,,,,,,,,,,,,Order Sporochnales,
,,,,,,,,,,,,,Order Tilopteridales [= Cutleriales],
,,,,,,,,,,Subclass Ishigeophycidae,,,,
,,,,,,,,,,,,,Order Ishigeales,
,,,,,,,,,Class Phaeothamniophyceae [= Aurophyceae],,,,,
,,,,,,,,,,,,,Order Aurearenales,
,,,,,,,,,,,,,Order Phaeothamniales,
,,,,,,,,,Class Picophagophyceae [= Picophagea],,,,,
,,,,,,,,,,,,,Order Picophagales,
,,,,,,,,,,,,,Order Synchromales,
,,,,,,,,,Class Pinguiophyceae,,,,,
,,,,,,,,,,,,,Order Pinguiochrysidales,
,,,,,,,,,Class Raphidophyceae,,,,,
,,,,,,,,,,,,,Order Actinophryida,
,,,,,,,,,,,,,Order Commatiida,
,,,,,,,,,,,,,Order Raphidomonadales,
,,,,,,,,,Class Schizocladiophyceae,,,,,
,,,,,,,,,,,,,Order Schizocladiales,
,,,,,,,,,Class Xanthophyceae,,,,,
,,,,,,,,,,,,,Order Mischococcales,
,,,,,,,,,,,,,Order Pleurochloridellales,
,,,,,,,,,,,,,Order Tribonematales,
,,,,,,,,,,,,,Order Vaucheriales,
,,,,,Phylum Pseudofungi [= Oomycota],,,,,,,,,
,,,,,,,,,Class Bigyromonadea,,,,,
,,,,,,,,,,,,,Order Developayellida,
,,,,,,,,,Class Hyphochytrea,,,,,
,,,,,,,,,,,,,Order Hyphochytriida,
,,,,,,,,,,,,,Order Pirsoniida,
,,,,,,,,,Class Oomycetes,,,,,
,,,,,,,,,,Subclass Eogamia,,,,
,,,,,,,,,,,,,Order Anisolpidiales,
,,,,,,,,,,,,,Order Haptoglossales,
,,,,,,,,,,,,,Order Lagenismatales,
,,,,,,,,,,,,,Order Olpidiopsidales,
,,,,,,,,,,,,,Order Rozellopsidales,
,,,,,,,,,,Subclass Peronosporidae,,,,
,,,,,,,,,,,,,Order Peronosporales,
,,,,,,,,,,,,,Order Pythiales,
,,,,,,,,,,,,,Order Rhipidiales,
,,,,,,,,,,Subclass Saprolegniidae,,,,
,,,,,,,,,,,,,Order Albuginales,
,,,,,,,,,,,,,Order Leptomitales,
,,,,,,,,,,,,,Order Salilagenidiales,
,,,,,,,,,,,,,Order Saprolegniales,
,,,INFRAKINGDOM RHIZARIA,,,,,,,,,,,
,,,,,Phylum Cercozoa,,,,,,,,,
,,,,,,Subphylum Endomyxa,,,,,,,,
,,,,,,,,,Class Ascetosporea,,,,,
,,,,,,,,,,,,,Order Claustrosporida,
,,,,,,,,,,,,,Order Haplosporida,
,,,,,,,,,,,,,Order Paradinida,
,,,,,,,,,,,,,Order Paramyxida,
,,,,,,,,,Class Gromiidea,,,,,
,,,,,,,,,,,,,Order Gromiida,
,,,,,,,,,,,,,Order Reticulosida,
,,,,,,,,,Class Phytomyxea,,,,,
,,,,,,,,,,,,,Order Phagomyxida,
,,,,,,,,,,,,,Order Plasmodiophorida,
,,,,,,,,,Class Vampyrellidea,,,,,
,,,,,,,,,,,,,Order Vampyrellida,
,,,,,,Subphylum Monadofilosa,,,,,,,,
,,,,,,,,,Class Imbricatea,,,,,
,,,,,,,,,,Subclass Placonuda,,,,
,,,,,,,,,,,,,Order Discocelida,
,,,,,,,,,,,,,Order Discomonadida,
,,,,,,,,,,,,,Order Euglyphida,
,,,,,,,,,,,,,Order Marimonadida,
,,,,,,,,,,,,,Order Variglissida,
,,,,,,,,,,Subclass Placoperla,,,,
,,,,,,,,,,,,,Order Perlofilida,
,,,,,,,,,,,,,Order Rotosphaerida,
,,,,,,,,,,,,,Order Spongomonadida,
,,,,,,,,,,,,,Order Thaumatomonadida,
,,,,,,,,,,,,,Order Zoelucasida,
,,,,,,,,,Class Metromonadea,,,,,
,,,,,,,,,,,,,Order Metopiida,
,,,,,,,,,,,,,Order Metromonadida,
,,,,,,,,,Class Sarcomonadea,,,,,
,,,,,,,,,,,,,Order Cercomonadida,
,,,,,,,,,,,,,Order Glissomonadida,
,,,,,,,,,,,,,Order Pansomonadida,
,,,,,,,,,,,,,Order Pseudosporida,
,,,,,,,,,,,,,Order Sainouroida,
,,,,,,,,,Class Thecofilosea,,,,,
,,,,,,,,,,Subclass Eothecia,,,,
,,,,,,,,,,,,,Order Cryomonadida,
,,,,,,,,,,,,,Order Ebriida,
,,,,,,,,,,,,,Order Matazida,
,,,,,,,,,,,,,Order Ventricleftida,
,,,,,,,,,,Subclass Phaeodaria,,,,
,,,,,,,,,,,,,Order Eodarida,
,,,,,,,,,,,,,Order Opaloconchida,
,,,,,,,,,,Subclass Tectosia,,,,
,,,,,,,,,,,,,Order Tectofilosida,
,,,,,,Subphylum Reticulofilosa,,,,,,,,
,,,,,,,,,Class Chlorarachnea,,,,,
,,,,,,,,,,,,,Order Chlorarachnida,
,,,,,,,,,Class Granofilosea,,,,,
,,,,,,,,,,,,,Order Cryptofilida,
,,,,,,,,,,,,,Order Desmothoracida,
,,,,,,,,,,,,,Order Leucodictyida,
,,,,,,,,,,,,,Order Limnofilida,
,,,,,,,,,Class Skiomonadea,,,,,
,,,,,,,,,,,,,Order Tremulida,
,,,,,Phylum Retaria,,,,,,,,,
,,,,,,Subphylum Foraminifera,,,,,,,,
,,,,,,,,,Class Monothalamea,,,,,
,,,,,,,,,,,,,Order Allogromiida,
,,,,,,,,,,,,,Order Astrorhizida,
,,,,,,,,,,,,,Order Psamminida,
,,,,,,,,,,,,,Order Stannomida,
,,,,,,,,,Class Globothalamea,,,,,
,,,,,,,,,,,,,Order Carterinida,
,,,,,,,,,,,,,Order Globeriginida,
,,,,,,,,,,,,,Order Lagenida,
,,,,,,,,,,,,,Order Lituolida,
,,,,,,,,,,,,,Order Lofusiida,
,,,,,,,,,,,,,Order Robertinida,
,,,,,,,,,,,,,Order Rotaliida,
,,,,,,,,,,,,,Order Testulariida,
,,,,,,,,,,,,,Order Trochamminida,
,,,,,,,,,Class Tubothalamea,,,,,
,,,,,,,,,,,,,Order Miliolida,
,,,,,,,,,,,,,Order Spirillinida,
,,,,,,Subphylum Radiozoa,,,,,,,,
,,,,,,,,Superclass Polycystinia,,,,,,
,,,,,,,,,Class Polycystinea,,,,,
,,,,,,,,,,,,,Order Collodarida,
,,,,,,,,,,,,,Order Nassellaria,
,,,,,,,,,,,,,Order Spumellaria,
,,,,,,,,Superclass Spasmaria,,,,,,
,,,,,,,,,Class Acantharea,,,,,
,,,,,,,,,,,,,Order Arthracanthida,
,,,,,,,,,,,,,Order Chaunacanthida,
,,,,,,,,,,,,,Order Holacanthida,
,,,,,,,,,,,,,Order Symphyacanthida,
,,,,,,,,,Class Sticholonchea,,,,,
,,,,,,,,,,,,,Order Taxopodida,
,KINGDOM FUNGI,,,,,,,,,,,,,
,,SUBKINGDOM DIKARYA [= NEOMYCOTA],,,,,,,,,,,,
,,,,,Phylum Ascomycota,,,,,,,,,
,,,,,,Subphylum Pezizomycotina,,,,,,,,
,,,,,,,,,Class Archaeorhizomycetes,,,,,
,,,,,,,,,,,,,Order Archaeorhizomycetales,
,,,,,,,,,,,,,Order Lahmiales,
,,,,,,,,,,,,,Order Triblidiales,
,,,,,,,,,Class Arthoniomycetes,,,,,
,,,,,,,,,,,,,Order Arthoniales,
,,,,,,,,,Class Dothideomycetes,,,,,
,,,,,,,,,,Subclass N.N.,,,,
,,,,,,,,,,,,,Order Acrospermales,
,,,,,,,,,,,,,Order Botryosphaeriales,
,,,,,,,,,,,,,Order Hysteriales,
,,,,,,,,,,,,,Order Jahnulales,
,,,,,,,,,,,,,Order Koralionastetales,
,,,,,,,,,,,,,Order Patellariales,
,,,,,,,,,,,,,Order Trypetheliales,
,,,,,,,,,,Subclass Dothideomycetidae,,,,
,,,,,,,,,,,,,Order Capnodiales,
,,,,,,,,,,,,,Order Dothideales,
,,,,,,,,,,,,,Order Microthyriales,
,,,,,,,,,,,,,Order Myriangiales,
,,,,,,,,,,Subclass Meliolomycetidae,,,,
,,,,,,,,,,,,,Order Meliolales,
,,,,,,,,,,Subclass Pleosporomycetidae,,,,
,,,,,,,,,,,,,Order Mytilinidales,
,,,,,,,,,,,,,Order Pleosporales,
,,,,,,,,,Class Eurotiomycetes,,,,,
,,,,,,,,,,Subclass Chaetothyriomycetidae,,,,
,,,,,,,,,,,,,Order Chaetothyriales,
,,,,,,,,,,,,,Order Pyrenulales,
,,,,,,,,,,,,,Order Verrucariales,
,,,,,,,,,,Subclass Eurotiomycetidae,,,,
,,,,,,,,,,,,,Order Arachnomycetales,
,,,,,,,,,,,,,Order Ascosphaerales,
,,,,,,,,,,,,,Order Coryneliales,
,,,,,,,,,,,,,Order Eurotiales,
,,,,,,,,,,,,,Order Onygenales,
,,,,,,,,,,Subclass Mycocaliciomycetidae,,,,
,,,,,,,,,,,,,Order Mycocaliciales,
,,,,,,,,,Class Laboulbeniomycetes,,,,,
,,,,,,,,,,,,,Order Laboulbeniales,
,,,,,,,,,,,,,Order Pyxidiophorales,
,,,,,,,,,Class Lecanoromycetes,,,,,
,,,,,,,,,,Subclass N.N.,,,,
,,,,,,,,,,,,,Order Candelariales,
,,,,,,,,,,,,,Order Umbilicariales,
,,,,,,,,,,Subclass Acarosporomycetidae,,,,
,,,,,,,,,,,,,Order Acarosporales,
,,,,,,,,,,Subclass Lecanoromycetidae,,,,
,,,,,,,,,,,,,Order Lecanorales,
,,,,,,,,,,,,,Order Lecideales,
,,,,,,,,,,,,,Order Peltigerales,
,,,,,,,,,,,,,Order Rhizocarpales,
,,,,,,,,,,,,,Order Teloschistales,
,,,,,,,,,,Subclass Ostropomycetidae,,,,
,,,,,,,,,,,,,Order Agyriales,
,,,,,,,,,,,,,Order Baeomycetales,
,,,,,,,,,,,,,Order Ostropales,
,,,,,,,,,,,,,Order Pertusariales,
,,,,,,,,,Class Leotiomycetes,,,,,
,,,,,,,,,,,,,Order Cyttariales,
,,,,,,,,,,,,,Order Erysiphales,
,,,,,,,,,,,,,Order Geoglossales,
,,,,,,,,,,,,,Order Helotiales,
,,,,,,,,,,,,,Order Leotiales,
,,,,,,,,,,,,,Order Mediolariales,
,,,,,,,,,,,,,Order Rhytismatales,
,,,,,,,,,,,,,Order Thelebolales,
,,,,,,,,,Class Lichinomycetes,,,,,
,,,,,,,,,,,,,Order Eremithallales,
,,,,,,,,,,,,,Order Lichinales,
,,,,,,,,,Class Orbiliomycetes,,,,,
,,,,,,,,,,,,,Order Orbiliales,
,,,,,,,,,Class Pezizomycetes,,,,,
,,,,,,,,,,,,,Order Pezizales,
,,,,,,,,,Class Sordariomycetes,,,,,
,,,,,,,,,,Subclass N.N.,,,,
,,,,,,,,,,,,,Order Phyllachorales,
,,,,,,,,,,,,,Order Trichosphaeriales,
,,,,,,,,,,Subclass Hypocreomycetidae,,,,
,,,,,,,,,,,,,Order Coronophorales,
,,,,,,,,,,,,,Order Hypocreales,
,,,,,,,,,,,,,Order Melanosporales,
,,,,,,,,,,,,,Order Microascales,
,,,,,,,,,,Subclass Sordariomycetidae,,,,
,,,,,,,,,,,,,Order Boliniales,
,,,,,,,,,,,,,Order Calosphaeriales,
,,,,,,,,,,,,,Order Chaetosphaeriales,
,,,,,,,,,,,,,Order Coniochaetales,
,,,,,,,,,,,,,Order Diaporthales,
,,,,,,,,,,,,,Order Ophiostomatales,
,,,,,,,,,,,,,Order Sordariales,
,,,,,,,,,,Subclass Spathulosporomycetidae,,,,
,,,,,,,,,,,,,Order Lulworthiales,
,,,,,,,,,,Subclass Xylariomycetidae,,,,
,,,,,,,,,,,,,Order Xylariales,
,,,,,,Subphylum Saccharomycotina,,,,,,,,
,,,,,,,,,Class Saccharomycetes,,,,,
,,,,,,,,,,,,,Order Saccharomycetales,
,,,,,,Subphylum Taphrinomycotina,,,,,,,,
,,,,,,,,,Class Neolectomycetes,,,,,
,,,,,,,,,,,,,Order Neolectales,
,,,,,,,,,Class Pneumocystidomycetes,,,,,
,,,,,,,,,,,,,Order Pneumocystidales,
,,,,,,,,,Class Schizosaccharomycetes,,,,,
,,,,,,,,,,,,,Order Schizosaccharomycetales,
,,,,,,,,,Class Taphrinomycetes,,,,,
,,,,,,,,,,,,,Order Taphrinales,
,,,,,Phylum Basidiomycota,,,,,,,,,
,,,,,,,,,Class Entorrhizomycetes,,,,,
,,,,,,,,,,,,,Order Entorrhizales,
,,,,,,,,,,,,,Order Wallemiales,
,,,,,,Subphylum Agaricomycotina,,,,,,,,
,,,,,,,,,Class Agaricomycetes,,,,,
,,,,,,,,,,Subclass N.N.,,,,
,,,,,,,,,,,,,Order Auriculariales,
,,,,,,,,,,,,,Order Cantharellales,
,,,,,,,,,,,,,Order Corticiales,
,,,,,,,,,,,,,Order Gloeophyllales,
,,,,,,,,,,,,,Order Hymenochaetales,
,,,,,,,,,,,,,Order Polyporales,
,,,,,,,,,,,,,Order Russulales,
,,,,,,,,,,,,,Order Sebacinales,
,,,,,,,,,,,,,Order Thelephorales,
,,,,,,,,,,,,,Order Trechisporales,
,,,,,,,,,,Subclass Agaricomycetidae,,,,
,,,,,,,,,,,,,Order Agaricales,
,,,,,,,,,,,,,Order Atheliales,
,,,,,,,,,,,,,Order Boletales,
,,,,,,,,,,Subclass Phallomycetidae,,,,
,,,,,,,,,,,,,Order Geastrales,
,,,,,,,,,,,,,Order Gomphales,
,,,,,,,,,,,,,Order Hysterangiales,
,,,,,,,,,,,,,Order Phallales,
,,,,,,,,,Class Dacrymycetes,,,,,
,,,,,,,,,,,,,Order Dacrymycetales,
,,,,,,,,,Class Tremellomycetes,,,,,
,,,,,,,,,,,,,Order Cystofilobasidiales,
,,,,,,,,,,,,,Order Filobasidiales,
,,,,,,,,,,,,,Order Tremellales ,
,,,,,,Subphylum Pucciniomycotina,,,,,,,,
,,,,,,,,,Class Agaricostilbomycetes,,,,,
,,,,,,,,,,,,,Order Agaricostilbales,
,,,,,,,,,,,,,Order Spiculogloeales,
,,,,,,,,,Class Atractiellomycetes,,,,,
,,,,,,,,,,,,,Order Atractiellales,
,,,,,,,,,Class Classiculomycetes,,,,,
,,,,,,,,,,,,,Order Classiculales,
,,,,,,,,,Class Cryptomycocolacomycetes,,,,,
,,,,,,,,,,,,,Order Cryptomycocolacales,
,,,,,,,,,Class Cystobasidiomycetes,,,,,
,,,,,,,,,,,,,Order Cystobasidiales,
,,,,,,,,,,,,,Order Erythrobasidiales,
,,,,,,,,,,,,,Order Naohideales,
,,,,,,,,,Class Microbotryomycetes,,,,,
,,,,,,,,,,,,,Order Hetrogastridiales,
,,,,,,,,,,,,,Order Leucosporidiales,
,,,,,,,,,,,,,Order Microbotryales,
,,,,,,,,,,,,,Order Sporidiobolales,
,,,,,,,,,Class Mixiomycetes,,,,,
,,,,,,,,,,,,,Order Mixiales,
,,,,,,,,,Class Pucciniomycetes,,,,,
,,,,,,,,,,,,,Order Helicobasidiales,
,,,,,,,,,,,,,Order Pachnocybales,
,,,,,,,,,,,,,Order Platygloeales,
,,,,,,,,,,,,,Order Pucciniales,
,,,,,,,,,,,,,Order Septobasidiales,
,,,,,,Subphylum Ustilaginomycotina,,,,,,,,
,,,,,,,,,Class N.N.,,,,,
,,,,,,,,,,,,,Order Malasseziales,
,,,,,,,,,Class Exobasidiomycetes,,,,,
,,,,,,,,,,,,,Order Ceraceosorales,
,,,,,,,,,,,,,Order Doassansiales,
,,,,,,,,,,,,,Order Entylomatales,
,,,,,,,,,,,,,Order Exobasidiales,
,,,,,,,,,,,,,Order Georgefischeriales,
,,,,,,,,,,,,,Order Microstromatales,
,,,,,,,,,,,,,Order Tilletiales,
,,,,,,,,,Class Ustilaginomycetes,,,,,
,,,,,,,,,,,,,Order Urocystidales,
,,,,,,,,,,,,,Order Ustilaginales,
,,SUBKINGDOM EOMYCOTA,,,,,,,,,,,,
,,,,,Phylum Chytridiomycota,,,,,,,,,
,,,,,,,,,Class Blastocladiomycetes [= Allomycetes],,,,,
,,,,,,,,,,,,,Order Blastocladiales,
,,,,,,,,,Class Chytridiomycetes,,,,,
,,,,,,,,,,,,,Order Chytridiales,
,,,,,,,,,,,,,Order Lobulomycetales,
,,,,,,,,,,,,,Order Neocallimastigales,
,,,,,,,,,,,,,Order Olpidiales,
,,,,,,,,,,,,,Order Rhizophlyctidales,
,,,,,,,,,,,,,Order Rhizophydiales,
,,,,,,,,,,,,,Order Spizellomycetales,
,,,,,,,,,Class Monoblepharidomycetes,,,,,
,,,,,,,,,,,,,Order Monoblepharidales,
,,,,,Phylum Glomeromycota,,,,,,,,,
,,,,,,,,,Class Glomeromycetes [= Glomomycetes],,,,,
,,,,,,,,,,,,,Order Archaeosporales,
,,,,,,,,,,,,,Order Diversisporales,
,,,,,,,,,,,,,Order Glomerales,
,,,,,,,,,,,,,Order Paraglomerales,
,,,,,Phylum Zygomycota,,,,,,,,,
,,,,,,Subphylum N.N.,,,,,,,,
,,,,,,,,,Class N.N.,,,,,
,,,,,,,,,,,,,Order Basidiobolales,
,,,,,,Subphylum Entomophthoromycotina,,,,,,,,
,,,,,,,,,Class N.N.,,,,,
,,,,,,,,,,,,,Order Entomophthorales,
,,,,,,Subphylum Kickxellomycotina,,,,,,,,
,,,,,,,,,Class N.N.,,,,,
,,,,,,,,,,,,,Order Asellariales,
,,,,,,,,,,,,,Order Dimargaritales,
,,,,,,,,,,,,,Order Harpellales,
,,,,,,,,,,,,,Order Kickxellales,
,,,,,,Subphylum Mortierellomycotina,,,,,,,,
,,,,,,,,,Class N.N.,,,,,
,,,,,,,,,,,,,Order Mortierellales,
,,,,,,Subphylum Mucoromycotina,,,,,,,,
,,,,,,,,,Class N.N.,,,,,
,,,,,,,,,,,,,Order Endogonales,
,,,,,,,,,,,,,Order Mucorales,
,,,,,,Subphylum Zoopagomycotina,,,,,,,,
,,,,,,,,,Class N.N.,,,,,
,,,,,,,,,,,,,Order Zoopagales,
,KINGDOM PLANTAE,,,,,,,,,,,,,
,,SUBKINGDOM BILIPHYTA,,,,,,,,,,,,
,,,,,Phylum Glaucophyta,,,,,,,,,
,,,,,,,,,Class Glaucophyceae,,,,,
,,,,,,,,,,,,,Order Glaucocystales,
,,,,,Phylum Rhodophyta,,,,,,,,,
,,,,,,Subphylum Cyanidiophytina,,,,,,,,
,,,,,,,,,Class Cyanidiophyceae,,,,,
,,,,,,,,,,,,,Order Cyanidiales,
,,,,,,Subphylum Eurhodophytina,,,,,,,,
,,,,,,,,,Class Bangiophyceae,,,,,
,,,,,,,,,,,,,Order Bangiales ,
,,,,,,,,,,,,,Order Goniotrichales,
,,,,,,,,,Class Florideophyceae,,,,,
,,,,,,,,,,Subclass N.N.,,,,
,,,,,,,,,,,,,Order Rhodachlyales,
,,,,,,,,,,Subclass Ahnfeltiophycidae,,,,
,,,,,,,,,,,,,Order Ahnfeltiales,
,,,,,,,,,,,,,Order Pihiellales,
,,,,,,,,,,Subclass Corallinophycidae,,,,
,,,,,,,,,,,,,Order Corallinales,
,,,,,,,,,,,,,Order Rhodogorgonales,
,,,,,,,,,,,,,Order Sporolithales,
,,,,,,,,,,Subclass Hildenbrandiophyceae,,,,
,,,,,,,,,,,,,Order Hildenbrandiales,
,,,,,,,,,,Subclass Nemaliophycidae,,,,
,,,,,,,,,,,,,Order Acrochaetiales,
,,,,,,,,,,,,,Order Balbianiales,
,,,,,,,,,,,,,Order Balliales,
